,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes,fold
25304,387,59,1,Bb7,Bb7,Eb7,"58,61,62,67,68,64,67,65,63",2
25305,387,61,1,Bb7,Eb7,Eb7,"61,62,58,57,56,58,67,65",2
25306,387,62,1,Eb7,Eb7,Eb7,"63,57,58,60,61,58,60,57",2
25307,387,63,1,Bb7,Bb7,Bb7,"58,53,50,51,53,58,55,58",2
25308,387,65,1,Eb7,Eb7,Eb7,"61,55,58,58",2
25309,387,67,1,Bb7,Bb7,Bb7,"65,58,65",2
25310,387,68,1,G7,Eb7,D-7,"63,63,62,60,59,56,55,53",2
25311,387,69,1,C-7,C-7,C-7,"51,53,55,58,62,65,63,58",2
25312,387,70,1,F7,F7,F7,"62,62,63,62,58,53,51",2
25313,387,71,1,Bb7,Bb7,Bb7,"50,57,58,62,65,67,68,67,66,64",2
25314,387,73,1,Bb7,F7,Eb7,"67,65",2
25315,387,74,1,Eb7,Eb7,Eb7,"67,70,72,70",2
25316,387,74,3,Eb-7,Bb7,Bb7,"66,66,65,63",2
25317,387,75,1,Bb7,Bb7,Bb7,"62,58,65,67,70,72",2
25318,387,76,1,F-7,G7,Eb7,"74,74,72",2
25319,387,76,3,Bb7,Bb7,Bb7,"70,69,68,70",2
25320,387,77,1,Eb7,Eb7,Eb7,"67,61",2
25321,387,78,1,Eb-7,Bb7,Bb7,"72,70,66,65,63",2
25322,387,79,1,D-7,Bb7,D7,"72,69,65,62",2
25323,387,80,1,C#-7,G7,G7,"70,71,68,64,64,62",2
25324,387,81,1,C-7,G7,F7,"70,70,67,63,60,63,67,70",2
25325,387,82,1,F7,F7,F7,"67,68,66,61,57,54",2
25326,387,83,1,Bb7,Bb7,Bb7,"58,62,65,69,67,69,67",2
25327,387,84,3,F7,F7,Eb7,"68,66,61,61,63",2
25328,387,85,1,Bb7,Bb7,Bb7,"65,57,58,62,63,62,58,55",2
25329,387,86,1,Eb7,Eb7,Eb7,"58,63,63,62,58",2
25330,387,87,1,Bb7,Bb7,C-7,"63,62,58,56,58,58",2
25331,387,89,1,Eb7,Eb7,Eb7,"58,61,63,65,64,61,58,58,64,65,64,61,58",2
25332,387,91,1,Bb7,Bb7,C-7,"53,56,59,60,60,60,58,57,55,53",2
25333,387,93,1,C-7,Eb7,Eb7,"55,59,63,65",2
25334,387,94,1,F7,F7,F7,"67,70,69,67,69,66,67,63,61,62,65,64,63",2
25335,387,95,1,Bb7,Bb7,Bb7,"62,65,60,57,58,61,62",2
25336,387,95,3,G7,F7,Eb7,"67,66,65,63,62,59,55,52,60",2
25337,387,96,1,C-7,C-7,C-7,"59,60,63,62,60",2
25338,387,96,3,F7,F7,F7,"59,58,57,55,56,57,54,55",2
25339,387,97,1,Bb,Bb7,Bb7,"51,50",2
25340,388,2,1,F,G7,G7,"62,60,60,60",6
25341,388,3,1,G7,G7,C,"59,59,59,57,57",6
25342,388,4,1,C,C,C,"57,55,54,57,55,55,52,55",6
25343,388,5,1,A7,G7,F,"49,52,55,57,55",6
25344,388,6,1,D-7,D7,D-7,"53,57,62,65,64,62",6
25345,388,7,1,G7,G7,G7,"60,59,57,55,53,52",6
25346,388,8,1,C,C,C,"55,60,64,67,69",6
25347,388,9,1,C,C,C,"67,64,60,55,52,55,60,64",6
25348,388,10,1,F,G7,F,"65,60,53,48,53",6
25349,388,11,1,G7,G7,G7,"57,55,52,53,55",6
25350,388,12,1,C,C,C,"52,48,52,55,60,64,67,54,55",6
25351,388,13,1,A7,C,A7,"58,54,57,55,52,49",6
25352,388,14,1,D-7,D-7,D-7,"50,53,57,62,65",6
25353,388,15,1,G7,G7,G7,"62,59,57,55,53",6
25354,388,16,1,C,C,C,"52,55,52,57,52",6
25355,388,17,1,C,C,C,"55,52,55,60",6
25356,388,18,1,F,G7,F,"55,52,55,60,64,67,62",6
25357,388,19,1,G7,G7,G7,"65,62,59,59,60",6
25358,388,20,1,C,C,C,"55,52,55,60,64,67,69",6
25359,388,21,1,A7,C,A7,"64,62,61,58,57,55",6
25360,388,22,1,D-7,D-7,D-7,"53,57,50,55,47",6
25361,388,23,1,G7,G7,G7,"55,47,48,50,52",6
25362,388,24,1,C,C,C,"48,52,55,53,55,57,54",6
25363,388,25,1,C,C,F,"60,55,53,64,60,55,48",6
25364,388,26,1,F,F,F,"53,48,57,53",6
25365,388,27,1,G7,G7,G7,"48,55,48,53,48",6
25366,388,28,1,C,C,C,"55,52,55,60,64,62",6
25367,388,29,1,A7,C,A7,"61,61,57,55,53,52",6
25368,388,30,1,D-7,D-7,D-7,"55,52,53,52,50",6
25369,388,31,1,G7,G7,G7,"53,50,47,48",6
25370,388,32,1,C,C,C,"52,55,60",6
25371,388,33,1,C,C,C,"60,52,55,60,64",6
25372,388,34,1,F,F,F,"67,72,69,65,60,65,69",6
25373,388,35,1,G7,G7,G7,"67,69,67,64,67,65,62,59,57",6
25374,388,36,1,C,C,C,"55,57,55,54,57,55,57,55",6
25375,388,37,1,A7,C,A7,"57,55,53",6
25376,388,38,1,D-7,D-7,D-7,"57,62,65,69,66,67",6
25377,388,39,1,G7,G7,G7,"64,60,55,60,62,59,55",6
25378,388,40,1,C,C,C,"60,55,52,57,53,50,55",6
25379,388,41,1,C,C,C,"52,48,52,55,60,64,67,64",6
25380,388,42,1,F7,F,F,"65,60,55,60,53",6
25381,388,43,1,G7,G7,Bb,55,6
25382,388,44,1,C,C,C,"59,57,55",6
25383,388,45,1,A7,A7,A7,57,6
25384,388,46,1,D-7,D-7,D-7,"57,61,62,64,65,62,60",6
25385,388,47,1,G7,G7,G7,"59,57,55,52,53,50,47,48",6
25386,388,48,1,C,C,C,"48,52,55,55,55,55",6
25387,388,49,1,C,C,A7,"55,55,55,55,57",6
25388,388,50,1,F,F,F,57,6
25389,388,51,1,G7,G7,G7,"53,53,53,53,53,53,55",6
25390,388,52,1,C,C,C,"55,55,55,52",6
25391,388,53,1,A7,A7,A7,"52,52,57,55,53",6
25392,388,54,1,D-7,D-7,D-7,"53,50,48",6
25393,388,55,1,G7,G7,G7,"47,47,47,50,47,48",6
25394,388,56,1,C,C,C,,6
25395,388,57,1,C,C,C,"64,64,64,64,65",6
25396,388,58,1,F,F,F,"60,55",6
25397,388,59,1,G7,G7,G7,"59,62,65,69,66",6
25398,388,60,1,C,C,C,"67,64,60,64,62,60,55,52",6
25399,388,61,1,A7,A7,A7,"49,52,55,58,52,55,49,52",6
25400,388,62,1,D-7,D-7,D-7,"50,52,53,55,57,53,50",6
25401,388,63,1,G7,G7,G7,"48,50,47,48,50,52",6
25402,388,64,1,C,C,C,"48,52,55,60,64,67",6
25403,388,65,1,C,C,C,67,6
25404,388,66,1,F,F,F,"71,72,71,68,69,67,68",6
25405,388,67,1,G7,G7,G7,"65,64,62,60,59,57",6
25406,388,68,1,C,C,C,"55,52,55,57",6
25407,388,69,1,A7,C,A7,"61,64,62,61,62,64,65",6
25408,388,70,1,D-7,D-7,D-7,"62,57,62,59,57",6
25409,388,71,1,G7,G7,G7,"55,55,53,50,48",6
25410,388,72,1,C,C,C,"52,55,60,64,67,69",6
25411,388,73,1,C,C,C,,6
25412,388,74,1,F,F,F,"67,69,67,65,69,67,69,67,64,69",6
25413,388,75,1,G7,G7,G7,"67,69,67,62,69,67,69,67,60,69",6
25414,388,76,1,C,C,C,"67,69,67,60,69,67,69,67,60,69",6
25415,388,77,1,A7,C,A7,"69,64,69,64,67,64,61,64",6
25416,388,78,1,D-7,D-7,D-7,"64,67,64,62,64,65,67,65,62,65",6
25417,388,79,1,G7,G7,G7,"62,62,62,59,62,57,59,57",6
25418,388,80,1,C,C,C,"64,67,69,67,69",6
25419,388,81,1,C,C,C,"67,69,67,64,60,55,60,64,67",6
25420,388,82,1,F,F,F,"69,72,69,65,60,65,69,72",6
25421,388,83,1,G7,G7,G7,"72,70,71,67,72,69,71,69,65,69",6
25422,388,84,1,C,C,C,"69,67,64,60,55,60,64,67",6
25423,388,85,1,A7,C,A7,"70,73,70,67,64,64,61,58,55",6
25424,388,86,1,D-7,D-7,D-7,"64,67,64,62,62,62,62,62,62",6
25425,388,87,1,G7,G7,G7,"55,69,67,66",6
25426,388,88,1,C,C,C,"69,66,67,64,65,62,59",6
25427,388,89,1,C,C,C,"67,66,69,66,67,64,69",6
25428,388,90,1,F,F,F,"66,67,64,65,67,66",6
25429,388,91,1,G7,G7,G7,"69,66,67,64,65,66",6
25430,388,92,1,C,C,C,"69,66,67,64,65,62,64,65,63",6
25431,388,93,1,A7,C,F,"64,65,63,64,62,61,64",6
25432,388,94,1,D-7,D-7,D-7,"62,65,62,65",6
25433,388,95,1,G7,G7,G7,"62,59,57,55,53",6
25434,388,96,1,C,C,C,"64,66,60,64,67,69,66",6
25435,388,97,1,C,C,F,"67,64,65,60,64,60",6
25436,388,98,1,F,F,F,"60,60,65",6
25437,388,99,1,G7,G7,G7,"59,59,60",6
25438,388,100,1,C,C,C,"55,60,64,67",6
25439,388,101,1,A7,C,A7,"61,58,57,55,55",6
25440,388,102,1,D-7,D-7,D-7,"53,52,50,53,57,55",6
25441,388,103,1,G7,G7,G7,"55,60,59,60",6
25442,388,104,1,C,C,C,"55,57,59,55,60",6
25443,389,2,1,F,G7,F,"53,57,60,65,66,69,67",10
25444,389,3,1,G7,C,C,"71,74,72,71,69,67,67",10
25445,389,4,1,C,C,C,"67,66,69,67,72,72",10
25446,389,5,1,A7,G7,A7,"71,69,67,65,64",10
25447,389,6,1,D-7,D7,D7,"67,65,69,74",10
25448,389,7,1,G7,G7,G7,"71,69,67",10
25449,389,8,1,C,C,C,"67,62,71,74,72",10
25450,389,9,1,C,C,C,"71,69,67,62",10
25451,389,10,1,F,G7,F,"71,74,72,69,65,69",10
25452,389,11,1,G7,G7,G7,"74,71,69,67",10
25453,389,12,1,C,C,C,"64,67,73,69,67",10
25454,389,13,1,A7,G7,A7,"65,64,62,61,62,64",10
25455,389,14,1,D-7,D-7,D-7,"65,62,69,74,71,69",10
25456,389,15,1,G7,G7,G7,"67,64,69,67,65,64",10
25457,389,16,1,C,C,C,"67,72,76,71,74",10
25458,389,17,1,C,C,C,"72,69,67",10
25459,389,18,1,F,C,F,"67,65,69,72,77,76",10
25460,389,19,1,G7,G7,G7,"74,72,71,74,72,71",10
25461,389,20,1,C,C,C,"69,67,69,67,66,69,67,64",10
25462,389,21,1,A7,G7,A7,"73,70,69,70,69,67,65,64",10
25463,389,22,1,D-7,D-7,D-7,"62,67,64,65,69,74,71",10
25464,389,23,1,G7,G7,G7,"72,71,69,67,65,64",10
25465,389,24,1,C,C,C,"67,69,64",10
25466,389,25,1,C,C,C,"67,64,60,55",10
25467,389,26,1,F,C,F,69,10
25468,389,27,1,G7,G7,G7,,10
25469,389,28,1,C,C,C,"67,72,76,71,74,72,70",10
25470,389,29,1,A7,G7,F,"73,70,69,67,65,64,62,61",10
25471,389,30,1,D-7,D-7,D-7,"64,61,62,65,69,65,74,67,69",10
25472,389,31,1,G7,G7,G7,"71,71,71,74,71,72,71,69",10
25473,389,32,1,C,C,C,"67,69,67,64,67,69",10
25474,389,33,1,C,C,C,"67,67,67,65",10
25475,389,34,1,F,C,F,"65,67,65,67,69,66",10
25476,389,35,1,G7,G7,G7,"67,64,65,65,64,62",10
25477,389,36,1,C,C,C,"60,59,57,55,53",10
25478,389,37,1,A7,C,A7,"52,50,49,52,49,50",10
25479,389,38,1,D-7,D-7,D-7,"53,57,57,55",10
25480,389,39,1,G7,G7,G7,"66,67",10
25481,389,40,1,C,C,C,,10
25482,389,41,1,C,C,C,"64,72",10
25483,389,42,1,F,C,F,"69,71,69,65,60,69,70,69,65,60",10
25484,389,43,1,G7,G7,G7,"71,72,71,67,72,69,70,69,65,69",10
25485,389,44,1,C,C,C,"67,69,67,64,60,55,60,64,67,61",10
25486,389,45,1,A7,C,A7,"64,58",10
25487,389,46,1,D-7,D-7,D-7,"57,61,62,64,65,64,62",10
25488,389,47,1,G7,G7,G7,"60,62,60,57,59,57,55,53",10
25489,389,48,1,C,C,C,"52,55,60,55,62,55,55,64",10
25490,389,49,1,C,C,C,"55,60,55,62,55,64,67",10
25491,389,50,1,F,C,F,"65,55,65,65,67,66",10
25492,389,51,1,G7,G7,G7,"67,55,55,63,65,55,55",10
25493,389,52,1,C,C,C,"64,55,62,55,55,64,55",10
25494,389,53,1,A7,C,A7,"61,55,62,55,64",10
25495,389,54,1,D-7,D-7,D-7,"65,64,65,62,64,65,69,67",10
25496,389,55,1,G7,G7,G7,"55,60,67,65,62,59,55",10
25497,389,56,1,C,C,C,"60,55,64,60,67,64,60",10
25498,389,57,1,C,C,C,"67,64,72,67,64,60,57",10
25499,389,58,1,F,C,F,"65,60,69,67",10
25500,389,59,1,G7,G7,G7,67,10
25501,389,60,1,C,C,C,"64,67,64,67,64",10
25502,389,61,1,A7,C,A7,"67,69,71,74,73,71,69,67",10
25503,389,62,1,D-7,D-7,D-7,"65,64,62,61,62,64,65,69",10
25504,389,63,1,G7,G7,G7,"67,69,67,64,67,65,67,65,62,65",10
25505,389,64,1,C,C,C,"64,65,64,60,64,67,64,69",10
25506,389,65,1,C,C,C,"67,64,63",10
25507,389,66,1,F,C,F,"65,62,65",10
25508,389,67,1,G7,G7,G7,"62,59,59,62",10
25509,389,68,1,C,C,C,"60,64,60,55",10
25510,389,69,1,A7,C,A7,"49,52,57,55",10
25511,389,70,1,D-7,D-7,D-7,"53,57,62,65,69,66",10
25512,389,71,1,G7,G7,G7,"67,64,60,65,62,59,60",10
25513,389,72,1,C,C,C,"55,52,55",10
25514,389,73,1,C,C,C,"64,63,65",10
25515,389,74,1,F,C,C,"62,62,62,64,64,65",10
25516,389,75,1,G7,G7,G7,"67,66,65,65",10
25517,389,76,1,C,C,C,"64,62,60,62,64",10
25518,389,77,1,A7,C,A7,"61,60,64",10
25519,389,78,1,D-7,D-7,D-7,"65,64,62,60,62,64",10
25520,389,79,1,G7,G7,G7,"59,57,55,53,53,53",10
25521,389,80,1,C,C,C,"52,55,60,62,60",10
25522,389,81,1,C,C,C,"64,62,60,62,64,60",10
25523,389,82,1,F,C,F,"55,60,64",10
25524,389,83,1,G7,G7,G7,"65,65,62,59,55",10
25525,389,84,1,C,C,C,"60,55,60,64,67,64,61,67,65",10
25526,389,85,1,A7,C,A7,"64,62,60,61,58,57,55",10
25527,389,86,1,D-7,D-7,D-7,"52,53,55,57,50",10
25528,389,87,1,G7,G7,G7,"49,55,57,48,57,55,59,60",10
25529,389,88,1,C,C,C,"62,64,60,55,53,52,53",10
25530,389,89,1,C,C,C,"52,55,60,62,64,65,66,67,64",10
25531,389,90,1,F,C,F,"65,69,71,72,69,72,69",10
25532,389,91,1,G7,G7,G7,"65,62,57,55,59,60,62,64",10
25533,389,92,1,C,C,C,"60,62,64,65,67,64,67",10
25534,389,93,1,A7,C,A7,"67,69,70,67,66,61,58,54",10
25535,389,94,1,D-7,D-7,D-7,"64,65,67,64,60,57,53",10
25536,389,95,1,G7,G7,G7,"59,57,55,52,53,62,59,55",10
25537,389,96,1,C,C,C,"60,62,64,67",10
25538,389,97,1,C,C,C,"69,67,69,67,64,60,58,53",10
25539,389,98,1,F,C,F,"57,60,62,64,67,65,60,62",10
25540,389,99,1,G7,G7,G7,"64,60,55,52,53,55,57,59,62",10
25541,389,100,1,C,C,C,"60,55,60,62,64,59,60,64",10
25542,389,101,1,A7,C,A7,"59,64,58,61,55,58,52,58",10
25543,389,102,1,D-7,D-7,D-7,"58,57,57,55,55,53,53,52",10
25544,389,103,1,G7,G7,G7,"52,50,66,67",10
25545,389,104,1,C,C,C,"64,69,66,67,65",10
25546,389,105,1,C,C,C,"64,67,72,67,70,67,68,67,69",10
25547,389,106,1,F,C,F,"69,65,64,67,65,60,55",10
25548,389,107,1,G7,G7,G7,"64,67,67,64,65,62,59,55",10
25549,389,108,1,C,C,C,"60,55,60,64,67",10
25550,389,109,1,A7,C,A7,"55,61,67,65,64,61,55",10
25551,389,110,1,D-7,D-7,D-7,"62,58,62,64,65,64,62,60",10
25552,389,111,1,G7,G7,G7,"59,67,55,62,65,66,65",10
25553,389,112,1,C,C,C,"64,60,55,52,53,62",10
25554,389,113,1,C,C,C,"68,69,67",10
25555,389,114,1,F,C,F,"72,60,63,64,65",10
25556,389,115,1,G7,G7,G7,"66,67,55,59,65",10
25557,389,116,1,C,C,C,"64,60,55,53,60,62,64,67",10
25558,389,117,1,A7,C,A7,"61,64,67,70,69,63,64",10
25559,389,118,1,D-7,D-7,D-7,"67,64,65,72,71,64,62,60",10
25560,389,119,1,G7,G7,G7,"59,62,57,55,53,64,65",10
25561,389,120,1,C,C,C,"64,60,55,52,53,67,64",10
25562,389,121,1,C,C,C,"67,69,66,67,64,60",10
25563,389,122,1,F,C,F,"64,65,64,63",10
25564,389,123,1,G7,G7,G7,"60,57,67,57,60,57",10
25565,389,124,1,C,C,C,"64,62,64,64,60,55,52,54,57",10
25566,389,125,1,A7,C,A7,"61,57,61,68,64,61,57,52",10
25567,389,126,1,D-7,D-7,D-7,"57,62,57,65",10
25568,389,127,1,G7,G7,G7,"62,60,57,59,57,55,57",10
25569,389,128,1,C,C,C,"52,55,48,53,64,67",10
25570,389,129,1,C,C,C,"60,60,64,67",10
25571,389,130,1,F,C,F,"72,69,65,62,69,72",10
25572,389,131,1,G7,G7,G7,"71,70,71,67,71,69,65,69",10
25573,389,132,1,C,C,C,"67,69,67,64,60,55,60,64,67",10
25574,389,133,1,A7,C,A7,"70,64,62,59,61,58,57,55",10
25575,389,134,1,D-7,D-7,D-7,"53,69",10
25576,389,135,1,G7,G7,G7,"67,64,65,62,59,55,60",10
25577,389,136,1,C,C,C,"67,60,72",10
25578,389,137,1,C,C,C,"72,72",10
25579,389,138,1,F,C,F,"69,67,69,65,67",10
25580,389,139,1,G7,G7,G7,"67,64,67,64,64",10
25581,389,140,1,C,C,C,"60,64,60,64,60",10
25582,389,141,1,A7,C,A7,"52,55,58,64,69,67,68,69,67,63,64,67",10
25583,389,142,1,D-7,D-7,D-7,"65,55,58,60,62,64,65,66,67",10
25584,389,143,1,G7,G7,G7,"62,63,64,60,57,55,52,55,48,50,51,52,48",10
25585,389,144,1,C,C,C,"51,52,55,58,60,57,58,60,61,63,64,65,66,67",10
25586,389,145,1,C,C,F,"62,63,64,60,56,55,59,60,62,64,60,58,55",10
25587,389,146,1,F,C,F,"57,53,51,55,48,53,55,57,60,65,67,69",10
25588,389,147,1,G7,G7,G7,"72,67,69,62,63,64,65,66",10
25589,389,148,1,C,C,C,"67,72,67,65,64,60",10
25590,389,149,1,A7,C,A7,"57,59,61,65,64,61,58,53",10
25591,389,150,1,D-7,D-7,D-7,"57,55,53,50,55,57,60,64",10
25592,389,151,1,G7,G7,G7,"59,59,57,59,60",10
25593,389,152,1,C,C,C,"64,64,64",10
25594,389,153,1,C,C,C,64,10
25595,390,2,1,Eb7,Eb7,Eb7,"56,58",4
25596,390,3,1,Bb7,Bb7,Bb7,,4
25597,390,5,1,Eb7,Eb7,Eb7,"65,56,58",4
25598,390,7,1,Bb7,Bb7,Bb7,"53,55",4
25599,390,8,1,D-7,Eb7,G7,,4
25600,390,8,3,G7,G7,G7,"57,58,57,62,67",4
25601,390,9,1,C7,C-7,C-7,"62,58,59,58,55,62,58,55",4
25602,390,10,1,F7,F7,F7,"53,50,54",4
25603,390,11,1,Bb7,Bb7,Bb7,"52,55,50",4
25604,390,12,1,F7,F7,F7,"58,61,62",4
25605,390,13,1,Bb7,Bb7,Bb7,"67,61,67,61",4
25606,390,14,1,Eb7,Eb7,Eb7,"53,56",4
25607,390,15,1,Bb7,Bb7,Bb7,"60,56,53,60,56",4
25608,390,17,1,Eb7,Eb7,Eb7,"56,60,61,63,65,67,69,70,72,69,70,72,73,69,65,61,57",4
25609,390,19,1,Bb7,Bb7,Bb7,"53,55,52,53,55,56",4
25610,390,20,1,D-7,Eb7,G7,52,4
25611,390,20,3,G7,G7,G7,"50,52,53,51,53,57",4
25612,390,21,1,C7,C-7,C-7,"62,59,60,62,63,59",4
25613,390,22,1,F7,F7,F7,53,4
25614,390,23,1,Bb7,Bb7,Bb7,"56,52",4
25615,390,24,1,F7,F7,F7,,4
25616,390,25,1,Bb7,Bb7,Bb7,"65,67,68,65",4
25617,390,26,1,Eb7,Eb7,Eb7,"57,58",4
25618,390,27,1,Bb7,Bb7,Bb7,"56,58,59,62,65,66",4
25619,390,29,1,Eb7,Eb7,Eb7,"62,59,58,56,55,69,65,67,69,65,61,57,53",4
25620,390,31,1,Bb7,Bb7,Bb7,"67,69,68,64",4
25621,390,32,1,D-7,Eb7,G7,"67,65",4
25622,390,32,3,G7,G7,G7,"57,58,63,61,62,63",4
25623,390,33,1,C7,C7,C-7,"58,53,52,51,55,58",4
25624,390,34,1,F7,F7,F7,"61,62,58,53,51",4
25625,390,35,1,Bb7,Bb7,Bb7,"53,51,50",4
25626,390,36,1,F7,F7,F7,,4
25627,390,37,1,Bb7,Bb7,Bb7,"60,62,57,58,53",4
25628,390,38,1,Eb7,Eb7,Eb7,"51,51",4
25629,390,39,1,Bb7,Bb7,Bb7,"53,55,58,62,63,62,58,55,56,55,53,52,55,53,51,50,53,56,59,58,55,56,54",4
25630,390,41,1,Eb7,Eb7,Eb7,"55,58,53,49,51,58,63,65,64,65,63,61,58,63,65,64,65,61,58,63",4
25631,390,43,1,Bb7,Bb7,Bb7,"65,64,65,61,58,59,60,59,58,57,56,53,59,60,59,60,59,58,57,56",4
25632,390,44,1,D-7,Eb7,Eb7,53,4
25633,390,44,3,G7,G7,G7,"67,61,62",4
25634,390,45,1,C7,C7,C-7,"65,62,63,59,62,60,59,58,55,57,53,55,51,50",4
25635,390,46,1,F7,F7,F7,"53,51,53,51,53,58,62,63,62,60,58,53,57,60",4
25636,390,47,1,Bb7,Bb7,Bb7,"58,53,50,51,53",4
25637,390,48,1,F7,F7,F7,"68,70,69,67,65,64,63,62,60,58,55,56,57,54,53,51",4
25638,390,49,1,Bb7,Bb7,Bb7,"46,53,56,53,60,53",4
25639,390,50,1,Eb7,Eb7,Eb7,"55,58,60,58,61,63,65",4
25640,390,51,1,Bb7,Bb7,Bb7,"52,53,56,53,60,61,58,63,58,65",4
25641,390,53,1,Eb7,Eb7,Eb7,"61,58,65,68,65,72",4
25642,390,55,1,Bb7,Bb7,Bb7,"60,62,66,67,68,64,65,67,64",4
25643,390,56,1,D-7,Eb7,Eb7,"65,62,58,55,60,63,60,61",4
25644,390,56,3,G7,G7,G7,"62,60,59,62,65,68,67,65,62",4
25645,390,57,1,C7,C7,C7,"63,66,63,62,60,55,53,59,62,59,55,51",4
25646,390,58,1,F7,F7,F7,"58,55,57,55,53,52,51,53,54,55,62,63,60,58,57,60,63,67",4
25647,390,59,1,Bb7,Bb7,Bb7,"65,57,58,63,62,58,56,54,55,65,62,63,66,63,62,60",4
25648,390,60,1,F7,F7,F7,"58,53,50,51,53,61,57",4
25649,390,61,1,Bb7,Bb7,Bb7,"59,60,57,53,53",4
25650,390,62,1,Eb7,Eb7,Eb7,"51,53,55,58,53,58,60,62,58",4
25651,390,63,1,Bb7,Bb7,Bb7,"60,56,53,56,66,70,62,66",4
25652,390,65,1,Eb7,Eb7,Eb7,"58,69,73,65,69,61,65,57,61,56",4
25653,390,67,1,Bb7,Bb7,Bb7,"65,68,64",4
25654,390,68,1,D-7,Eb7,G7,"67,65,56",4
25655,390,68,3,G7,G7,G7,"57,58,62,63,62,60,59,55",4
25656,390,69,1,C7,C7,C7,"62,59,60,62,63,58,53,63,62,58",4
25657,390,70,1,F7,F7,F7,53,4
25658,390,71,1,Bb7,Bb7,Bb7,"55,56,53,58",4
25659,390,72,1,F7,F7,F7,"61,62,58,53,51,60",4
25660,390,73,1,Bb7,Bb7,Bb7,"58,60,62,58",4
25661,390,74,1,Eb7,Eb7,Eb7,,4
25662,391,2,1,Eb7,Eb7,Eb7,"51,55,58,60,61,58,60,61",7
25663,391,2,3,Em7b5,Bb7,Bb7,"60,61,60,61,60,61,60,61,60,58",7
25664,391,3,1,Bb7,A7,A7,"61,62,65,67,65,64,63,65,63,60,67,56,53,62,63,62,60,58,55,56,60,63,66,67,65,66,62,60,58,69,70,71,70,67",7
25665,391,5,1,Eb7,Eb7,Eb7,"65,58,60,61,63,65,69,71,72,71,70,69,65,61,60,55,60,61,60,58,60,61,53,55,57,55,58,60",7
25666,391,7,1,Bb7,Bb7,Bb7,"57,58,60,61,62,63,61,62,65,67,69,72,70,69,67,66,67,70,67,63,60,61,64,69,67,65,62,63,65,63,62,63,65,62,63,65,63,62,60",7
25667,391,8,3,G7,Eb7,Eb7,"62,65,67,68,67,68,67,62,64,65,63",7
25668,391,9,1,C-7,C-7,C-7,"67,62,63,62,60,55,51,59",7
25669,391,10,1,F7,F7,F7,"60,63,67,70,73,74,72,70,67,63,60,62,60,65,67,65,61,57,53",7
25670,391,11,1,Bb7,Bb7,Bb7,"58,53,58,60,61,62,60,58",7
25671,391,11,3,F7,F7,Eb7,"62,63,67,65,62,65,67,69",7
25672,391,12,1,B7,Bb7,Bb7,"70,62,60",7
25673,391,12,2,G7,Bb7,Bb7,"59,68,67,68,67,65",7
25674,391,12,3,C-7,C-7,C-7,"63,58,61,62,60",7
25675,391,12,4,F7,F7,F7,61,7
25676,391,13,1,Bb7,Bb7,Bb7,"70,65,67,69,70,71,72,73,74,70",7
25677,391,14,1,A-7,F7,Eb7,"72,70,69,70,69,67,66,57,60",7
25678,391,14,3,D-7,D7,D7,"63,62,56,50",7
25679,391,15,1,G-7,G7,G-7,"55,57,58,60,62,66,67,65,67,65,63",7
25680,391,16,1,F7,C7,C7,"62,60,58,55,56,60,63,67,69,70,66,67,66,62,60,58,60",7
25681,391,17,1,Eb7,Bb7,Bb7,"61,58,64,65,64,61,58,61,63,65,70,58,61,58,61,64,65,64,61,58,61,64,61,64,67,68,69,67,65",7
25682,391,19,1,F7,Bb7,Bb7,"62,65,67,69,72,69,65,62,67",7
25683,391,20,1,Eb7,Bb7,Bb7,"62,63,65,67,68,70",7
25684,391,20,3,G7,Bb7,Bb7,"71,74,67,65,67,65,62",7
25685,391,21,1,C-7,C-7,C7,"63,55,60,63,62,63,62,60,59,62,60,58,57,60,63,66,67,62,57,58,59,60,61,62,63,65,67,69,71,72",7
25686,391,22,3,F7,F7,F7,"73,74,69,67,65,67,69",7
25687,391,23,1,Bb7,Bb7,Bb7,"70,68,70,68,67,65,63,61,62,58,53,51,53,49,50,53,58",7
25688,392,2,1,Ab7,Bb7,Ab7,"69,70,71,69,70,72,70,69,67,70,72",8
25689,392,3,1,Eb7,Eb7,Eb7,"77,76,75,72,73,70",8
25690,392,4,1,Eb7,Bb7,C7,75,8
25691,392,5,1,Ab7,Ab7,Ab7,"73,75,71,72,66",8
25692,392,6,1,Ab7,Eb7,Eb7,"69,70,68,63,60",8
25693,392,7,1,Eb7,Eb7,Eb7,"67,66,65,64,63,59,58,56,55",8
25694,392,8,1,Bb-7,Ab7,C7,"62,65,61",8
25695,392,8,3,A7,Eb7,Eb7,"64,61,57,54",8
25696,392,9,1,Ab7,Eb7,Ab7,"53,60,63,62,65,60,59",8
25697,392,10,1,Bb7,Eb7,Eb7,"58,57,56,58,60,63,67,66,65,64",8
25698,392,11,1,Eb7,Eb7,Eb7,"63,65,67,75,72",8
25699,392,12,1,Eb7,Eb7,Bb7,,8
25700,392,12,3,Bb7,Ab7,Bb7,77,8
25701,392,13,1,Eb7,Eb7,Eb7,"78,75,77,78,77",8
25702,392,14,1,Ab7,Bb7,Bb7,"75,77,79,78,77,75",8
25703,392,15,1,Eb7,Eb7,Eb7,"74,73",8
25704,392,16,1,Eb7,Ab7,Ab7,"65,70,72,73,72,70,69,67",8
